Name,DateTime,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_PM10,AQI_PM2.5,AQI_Site,Time
Florey,05/30/2017,2,13,27,33,13,22,33,24
Monash,05/30/2017,7,12,26,32,24,54,54,24
Monash,05/29/2017,5,19,28,34,26,58,58,24
Civic,05/29/2017,,,25,31,29,42,42,24
Florey,05/29/2017,2,10,28,35,34,54,54,24
Florey,05/28/2017,17,7,28,34,48,81,81,24
Monash,05/28/2017,13,10,28,35,45,97,97,24
Civic,05/28/2017,,,25,30,35,47,47,24
Florey,05/27/2017,20,18,30,36,44,78,78,24
Civic,05/27/2017,,,25,29,29,35,35,24
Monash,05/27/2017,15,20,28,35,40,91,91,24
Monash,05/26/2017,18,15,12,14,45,98,98,24
Civic,05/26/2017,,,7,7,19,23,23,24
Florey,05/26/2017,11,14,13,16,22,34,34,24
Civic,05/25/2017,,,13,15,19,29,29,24
Florey,05/25/2017,3,12,17,22,15,31,31,24
Monash,05/25/2017,12,13,13,16,31,66,66,24
Monash,05/24/2017,8,19,29,36,37,73,73,24
Florey,05/24/2017,14,12,29,36,39,65,65,24
Civic,05/24/2017,,,23,28,26,45,45,24
Civic,05/23/2017,,,28,33,30,47,47,24
Florey,05/23/2017,12,21,33,40,42,64,64,24
Monash,05/23/2017,12,22,31,37,40,80,80,24
Florey,05/22/2017,13,20,32,37,35,64,64,24
Monash,05/22/2017,11,21,27,33,35,80,80,24
Civic,05/22/2017,,,22,24,35,46,46,24
Civic,05/21/2017,,,26,29,32,46,46,24
Monash,05/21/2017,12,17,30,36,35,80,80,24
Florey,05/21/2017,9,14,24,29,26,49,49,24
Monash,05/20/2017,6,19,32,40,28,42,42,24
Florey,05/20/2017,4,14,34,38,18,33,38,24
Civic,05/20/2017,,,30,35,34,45,45,24
Monash,05/19/2017,4,18,30,32,48,90,90,24
Civic,05/19/2017,,,30,37,32,46,46,24
Florey,05/19/2017,3,17,33,40,48,81,81,24
Monash,05/18/2017,10,20,38,47,48,91,91,24
Florey,05/18/2017,11,18,37,45,48,80,80,24
Civic,05/18/2017,,,33,39,34,66,66,24
Florey,05/17/2017,12,22,35,40,49,80,80,24
Monash,05/17/2017,11,24,31,36,41,82,82,24
Civic,05/17/2017,,,29,29,44,66,66,24
Florey,05/16/2017,10,16,23,29,30,52,52,24
Civic,05/16/2017,,,21,24,41,79,79,24
Monash,05/16/2017,7,19,26,32,21,47,47,24
Monash,05/15/2017,8,18,29,36,30,65,65,24
Florey,05/15/2017,8,19,28,34,27,47,47,24
Civic,05/15/2017,,,25,31,34,49,49,24
Civic,05/14/2017,,,21,25,27,42,42,24
Monash,05/14/2017,6,16,27,30,49,96,96,24
Florey,05/14/2017,6,15,25,31,46,82,82,24
Civic,05/13/2017,,,29,31,24,39,39,24
Monash,05/13/2017,16,23,34,40,61,119,119,24
Florey,05/13/2017,17,21,33,38,59,104,104,24
Monash,05/12/2017,13,22,27,33,54,104,104,24
Florey,05/12/2017,15,20,30,35,56,90,90,24
Civic,05/12/2017,,,22,25,21,42,42,24
Florey,05/11/2017,12,17,26,31,43,68,68,24
Monash,05/11/2017,12,21,28,34,40,74,74,24
Civic,05/11/2017,,,17,17,18,36,36,24
Civic,05/10/2017,,,19,20,14,25,25,24
Florey,05/10/2017,11,18,24,29,34,53,53,24
Monash,05/10/2017,10,21,25,30,35,64,64,24
Civic,05/09/2017,,,25,30,17,28,30,24
Monash,05/09/2017,8,20,29,36,30,51,51,24
Florey,05/09/2017,8,20,31,38,29,42,42,24
Florey,05/08/2017,10,16,31,39,36,50,50,24
Monash,05/08/2017,9,17,31,38,26,51,51,24
Civic,05/08/2017,,,27,34,14,20,34,24
Monash,05/07/2017,5,19,31,38,35,70,70,24
Civic,05/07/2017,,,26,31,14,24,31,24
Florey,05/07/2017,5,16,29,34,33,59,59,24
Florey,05/06/2017,15,12,26,30,42,71,71,24
Monash,05/06/2017,12,19,27,31,44,78,78,24
Civic,05/06/2017,,,22,26,23,42,42,24
Florey,05/05/2017,9,21,30,37,26,42,42,24
Monash,05/05/2017,7,23,30,36,26,40,40,24
Civic,05/05/2017,,,26,30,20,39,39,24
Florey,05/04/2017,4,21,32,38,22,26,38,24
Civic,05/04/2017,,,28,30,22,40,40,24
Monash,05/04/2017,4,22,32,38,20,31,38,24
Monash,05/03/2017,2,9,30,36,20,30,36,24
Civic,05/03/2017,,,26,32,21,32,32,24
Florey,05/03/2017,4,13,31,37,30,42,42,24
Civic,05/02/2017,,,21,24,18,25,25,24
Florey,05/02/2017,4,15,24,29,33,62,62,24
Monash,05/02/2017,3,16,29,37,29,49,49,24
Florey,05/01/2017,12,16,35,40,33,63,63,24
Monash,05/01/2017,7,10,33,41,30,58,58,24
Civic,05/01/2017,,,31,35,20,24,35,23
Florey,04/30/2017,10,16,26,32,33,57,57,24
Civic,04/30/2017,,,26,31,21,,31,24
Monash,04/30/2017,11,16,30,36,39,79,79,24
Monash,04/29/2017,9,16,24,26,33,69,69,24
Florey,04/29/2017,6,11,20,25,24,46,46,24
Civic,04/29/2017,,,21,23,21,,23,24
Monash,04/28/2017,4,16,28,34,11,16,34,24
Florey,04/28/2017,6,12,27,33,15,21,33,24
Civic,04/28/2017,,,26,28,13,,28,24
Florey,04/27/2017,3,15,25,31,12,14,31,24
Civic,04/27/2017,,,23,28,10,,28,24
Monash,04/27/2017,1,3,25,32,9,12,32,24
Civic,04/26/2017,,,22,27,18,,27,24
Monash,04/26/2017,1,5,27,33,22,30,33,24
Florey,04/26/2017,2,11,23,28,20,35,35,24
Florey,04/25/2017,8,14,25,31,37,59,59,24
Monash,04/25/2017,8,12,27,32,40,51,51,24
Civic,04/25/2017,,,23,28,34,,34,24
Civic,04/24/2017,,,36,41,28,,41,24
Florey,04/24/2017,6,22,40,46,29,46,46,24
Monash,04/24/2017,6,21,39,44,28,40,44,24
Monash,04/23/2017,6,10,33,40,23,40,40,24
Civic,04/23/2017,,,31,36,26,,36,24
Florey,04/23/2017,9,12,35,43,28,40,43,24
Civic,04/22/2017,,,27,31,31,,31,24
Florey,04/22/2017,7,20,29,35,32,49,49,24
Monash,04/22/2017,6,17,30,35,29,35,35,24
Civic,04/21/2017,,,24,29,25,,29,24
Monash,04/21/2017,5,20,29,34,24,24,34,24
Florey,04/21/2017,9,17,28,34,29,43,43,24
Civic,04/20/2017,,,28,33,22,,33,24
Monash,04/20/2017,4,22,34,42,20,27,42,24
Florey,04/20/2017,6,20,32,38,16,24,38,24
Monash,04/19/2017,6,16,32,39,30,48,48,24
Civic,04/19/2017,,,27,33,27,32,33,24
Florey,04/19/2017,4,17,30,37,23,34,37,24
Florey,04/18/2017,3,15,36,45,32,42,45,24
Monash,04/18/2017,5,23,39,46,32,44,46,24
Civic,04/18/2017,,,34,37,29,32,37,24
Monash,04/17/2017,6,15,39,48,35,58,58,24
Civic,04/17/2017,,,36,44,27,36,44,24
Florey,04/17/2017,6,19,37,45,34,,45,24
Monash,04/16/2017,5,17,33,39,31,65,65,24
Civic,04/16/2017,,,28,33,29,41,41,24
Florey,04/16/2017,5,15,28,34,32,,34,24
Civic,04/15/2017,,,28,34,27,40,40,24
Monash,04/15/2017,6,18,33,40,32,67,67,24
Florey,04/15/2017,5,15,31,37,33,,37,24
Florey,04/14/2017,5,16,28,32,18,,32,24
Monash,04/14/2017,7,18,30,35,22,42,42,24
Civic,04/14/2017,,,27,32,17,17,32,24
Civic,04/13/2017,,,18,21,13,10,21,24
Florey,04/13/2017,4,16,21,25,12,14,25,24
Monash,04/13/2017,5,16,22,27,14,21,27,24
Monash,04/12/2017,1,6,22,27,8,15,27,24
Civic,04/12/2017,,,18,22,11,14,22,24
Florey,04/12/2017,1,6,22,27,11,15,27,24
Monash,04/11/2017,2,11,27,34,9,18,34,24
Civic,04/11/2017,,,25,31,14,13,31,24
Florey,04/11/2017,3,8,28,34,12,21,34,24
Florey,04/10/2017,2,8,22,28,32,35,35,24
Monash,04/10/2017,2,12,24,30,31,35,35,24
Civic,04/10/2017,,,20,26,30,24,30,24
Monash,04/09/2017,6,14,24,29,31,46,46,24
Civic,04/09/2017,,,23,27,28,30,30,24
Florey,04/09/2017,8,14,24,28,30,53,53,24
Civic,04/08/2017,,,31,37,20,25,37,24
Monash,04/08/2017,5,21,34,42,22,27,42,24
Florey,04/08/2017,5,18,33,39,17,32,39,24
Monash,04/07/2017,8,21,31,39,21,28,39,24
Florey,04/07/2017,5,16,30,37,18,26,37,24
Civic,04/07/2017,,,25,31,20,21,31,24
Monash,04/06/2017,8,19,31,37,16,17,37,24
Florey,04/06/2017,3,17,30,36,12,16,36,24
Civic,04/06/2017,,,26,31,16,13,31,24
Civic,04/05/2017,,,23,27,16,11,27,24
Florey,04/05/2017,2,9,25,31,7,14,31,24
Monash,04/05/2017,1,11,27,32,11,11,32,24
Florey,04/04/2017,1,7,22,27,8,7,27,24
Monash,04/04/2017,1,3,22,27,10,10,27,24
Civic,04/04/2017,,,19,24,10,12,24,24
Florey,04/03/2017,1,3,22,26,19,23,26,24
Monash,04/03/2017,1,4,22,26,20,26,26,24
Civic,04/03/2017,,,20,23,22,24,24,24
Florey,04/02/2017,2,10,32,37,22,29,37,24
Monash,04/02/2017,1,5,26,32,24,33,33,24
Civic,04/02/2017,,,30,35,26,28,35,24
Florey,04/01/2017,3,8,35,43,17,31,43,24
Monash,04/01/2017,2,7,38,44,18,24,44,24
Civic,04/01/2017,,,40,46,20,27,46,24
Florey,03/31/2017,2,20,30,37,41,64,64,24
Monash,03/31/2017,1,0,19,30,36,52,52,24
Civic,03/31/2017,,,26,31,49,62,62,24
Civic,03/30/2017,,,31,36,65,90,90,24
Monash,03/30/2017,2,15,29,29,44,60,60,24
Florey,03/30/2017,5,20,42,44,54,98,98,24
Monash,03/29/2017,2,24,29,35,24,26,35,24
Civic,03/29/2017,,,48,57,32,44,57,24
Florey,03/29/2017,4,26,56,63,28,50,63,24
Monash,03/28/2017,1,10,27,32,25,32,32,24
Florey,03/28/2017,2,8,35,41,23,31,41,24
Civic,03/28/2017,,,25,38,23,32,38,24
Florey,03/27/2017,3,8,48,57,16,31,57,24
Monash,03/27/2017,2,13,31,39,24,30,39,24
Civic,03/27/2017,,,42,51,24,32,51,24
Monash,03/26/2017,4,11,43,52,16,23,52,24
Civic,03/26/2017,,,42,51,15,13,51,24
Florey,03/26/2017,5,8,43,53,15,30,53,24
Civic,03/25/2017,,,17,21,14,12,21,24
Florey,03/25/2017,4,10,18,22,9,16,22,24
Monash,03/25/2017,3,12,17,21,13,10,21,24
Florey,03/24/2017,1,3,20,25,5,8,25,24
Monash,03/24/2017,1,5,17,20,4,3,20,24
Civic,03/24/2017,,,17,20,7,10,20,24
Florey,03/23/2017,2,7,18,21,11,17,21,24
Monash,03/23/2017,1,5,19,23,12,17,23,24
Civic,03/23/2017,,,17,20,14,13,20,24
Civic,03/22/2017,,,30,33,14,19,33,24
Monash,03/22/2017,2,11,32,35,13,18,35,24
Florey,03/22/2017,3,13,32,35,10,13,35,24
Civic,03/21/2017,,,16,22,19,25,25,24
Monash,03/21/2017,2,14,19,22,16,22,22,24
Florey,03/21/2017,3,10,18,25,14,,25,24
Monash,03/20/2017,2,10,47,56,17,20,56,24
Civic,03/20/2017,,,44,53,18,24,53,24
Florey,03/20/2017,3,9,44,53,14,11,53,24
Civic,03/19/2017,,,21,25,19,24,25,24
Florey,03/19/2017,1,2,23,28,9,10,28,24
Monash,03/19/2017,1,6,17,19,11,6,19,24
Monash,03/18/2017,1,3,17,22,18,23,23,24
Civic,03/18/2017,,,22,28,19,24,28,24
Florey,03/18/2017,1,1,24,30,16,10,30,24
Florey,03/17/2017,2,9,31,37,13,14,37,24
Monash,03/17/2017,1,9,23,28,12,25,28,24
Civic,03/17/2017,,,48,38,13,14,48,24
Civic,03/16/2017,,,26,29,16,16,29,24
Monash,03/16/2017,1,11,29,34,11,12,34,24
Florey,03/16/2017,2,11,29,35,15,13,35,24
Civic,03/15/2017,,,17,21,14,14,21,24
Monash,03/15/2017,1,7,19,23,9,11,23,24
Florey,03/15/2017,1,6,22,27,11,12,27,24
Civic,03/14/2017,,,20,26,21,25,26,24
Florey,03/14/2017,1,1,25,30,19,21,30,24
Monash,03/14/2017,1,9,19,24,15,23,24,24
Civic,03/13/2017,,,36,41,29,25,41,24
Florey,03/13/2017,1,,41,49,28,24,49,24
Monash,03/13/2017,1,2,34,41,26,24,41,24
Florey,03/12/2017,2,,46,57,25,19,57,24
Civic,03/12/2017,,,43,52,29,22,52,24
Monash,03/12/2017,1,8,35,42,24,25,42,24
Florey,03/11/2017,1,,34,40,17,22,40,24
Monash,03/11/2017,1,12,30,35,16,10,35,24
Civic,03/11/2017,,,31,36,22,19,36,24
Civic,03/10/2017,,,30,36,24,16,36,24
Monash,03/10/2017,2,11,29,35,15,2,35,24
Florey,03/10/2017,4,12,35,44,18,24,44,24
Monash,03/09/2017,3,5,23,28,10,10,28,24
Florey,03/09/2017,1,5,31,38,14,15,38,24
Civic,03/09/2017,,,24,30,15,10,30,24
Civic,03/08/2017,,,19,22,14,10,22,24
Florey,03/08/2017,1,4,23,28,10,9,28,24
Monash,03/08/2017,1,4,19,24,9,14,24,24
Monash,03/07/2017,0,2,21,25,9,12,25,24
Civic,03/07/2017,,,21,26,17,15,26,24
Florey,03/07/2017,1,3,26,31,15,16,31,24
Monash,03/06/2017,1,2,20,25,9,17,25,24
Civic,03/06/2017,,,22,27,16,14,27,24
Florey,03/06/2017,1,5,25,30,14,11,30,24
Monash,03/05/2017,1,1,19,23,7,9,23,24
Civic,03/05/2017,,,18,21,9,11,21,24
Florey,03/05/2017,1,5,20,24,6,14,24,24
Civic,03/04/2017,,,19,23,9,13,23,24
Monash,03/04/2017,1,1,21,25,5,9,25,24
Florey,03/04/2017,1,4,22,27,7,6,27,24
Civic,03/03/2017,,,21,26,18,15,26,24
Monash,03/03/2017,1,1,25,31,11,8,31,24
Florey,03/03/2017,1,1,27,33,14,17,33,24
Monash,03/02/2017,1,5,28,32,15,14,32,24
Civic,03/02/2017,,,26,27,22,20,27,24
Florey,03/02/2017,3,11,28,30,18,22,30,24
Civic,03/01/2017,0,0,19,24,18,14,24,24
Florey,03/01/2017,3,9,20,25,14,13,25,24
Monash,03/01/2017,4,5,24,28,10,14,28,24
Monash,02/28/2017,4,6,24,30,9,9,30,24
Civic,02/28/2017,0,0,21,25,18,15,25,24
Florey,02/28/2017,4,7,24,30,18,13,30,24
Florey,02/27/2017,3,3,21,26,22,22,26,24
Civic,02/27/2017,0,0,19,23,18,16,23,24
Monash,02/27/2017,4,4,21,25,12,19,25,24
Monash,02/26/2017,4,6,21,26,12,22,26,24
Civic,02/26/2017,0,0,19,24,17,9,24,24
Florey,02/26/2017,2,0,22,27,15,11,27,24
Florey,02/25/2017,2,0,21,27,28,21,28,24
Monash,02/25/2017,4,2,21,27,22,25,27,24
Civic,02/25/2017,0,0,19,24,33,30,33,24
Florey,02/24/2017,5,11,45,53,32,30,53,24
Civic,02/24/2017,0,0,39,46,41,35,46,24
Monash,02/24/2017,6,14,49,59,25,34,59,24
Civic,02/23/2017,0,0,44,50,45,39,50,24
Monash,02/23/2017,5,21,53,56,29,36,56,24
Florey,02/23/2017,6,17,48,58,34,41,58,24
Monash,02/22/2017,5,26,50,59,23,29,59,24
Florey,02/22/2017,4,10,50,61,25,32,61,24
Civic,02/22/2017,0,0,46,55,33,23,55,24
Monash,02/21/2017,4,7,42,50,13,18,50,24
Florey,02/21/2017,4,11,40,48,18,25,48,24
Civic,02/21/2017,0,0,37,44,21,21,44,24
Florey,02/20/2017,3,16,24,29,13,17,29,15
Monash,02/20/2017,3,2,23,29,12,13,29,24
Civic,02/20/2017,0,0,20,25,18,16,25,24
Monash,02/19/2017,4,10,29,35,20,25,35,23
Florey,02/19/2017,2,7,12,13,26,34,34,2
Civic,02/19/2017,0,0,27,32,31,27,32,23
Monash,02/18/2017,5,14,29,35,25,27,35,24
Florey,02/18/2017,4,18,26,30,30,34,34,24
Civic,02/18/2017,0,0,23,26,35,29,35,24
Monash,02/17/2017,5,19,46,49,35,31,49,24
Florey,02/17/2017,6,19,42,48,26,34,48,24
Civic,02/17/2017,0,0,37,40,33,17,40,24
Monash,02/16/2017,5,25,47,54,37,38,54,24
Civic,02/16/2017,0,0,39,47,38,33,47,24
Florey,02/16/2017,6,25,45,54,27,38,54,24
Florey,02/15/2017,3,23,43,53,17,25,53,24
Monash,02/15/2017,5,24,44,54,18,22,54,24
Civic,02/15/2017,0,0,37,45,24,22,45,24
Civic,02/14/2017,0,0,41,46,19,20,46,24
Monash,02/14/2017,3,2,38,45,19,23,45,24
Florey,02/14/2017,2,2,44,48,19,25,48,24
Civic,02/13/2017,0,0,25,30,16,15,30,24
Florey,02/13/2017,2,11,26,32,17,52,52,24
Monash,02/13/2017,4,10,31,37,17,25,37,24
Florey,02/12/2017,2,8,34,40,20,79,79,24
Monash,02/12/2017,4,10,32,39,23,23,39,24
Civic,02/12/2017,0,0,29,35,23,26,35,24
Civic,02/11/2017,0,0,54,58,29,29,58,24
Florey,02/11/2017,3,10,54,61,26,57,61,24
Monash,02/11/2017,5,11,60,65,28,28,65,24
Florey,02/10/2017,4,24,51,58,23,26,58,24
Civic,02/10/2017,0,0,43,51,29,31,51,24
Monash,02/10/2017,5,23,48,57,28,30,57,24
Monash,02/09/2017,4,17,36,44,12,12,44,24
Florey,02/09/2017,3,20,40,49,9,20,49,24
Civic,02/09/2017,0,0,33,40,12,13,40,24
Monash,02/08/2017,3,3,20,25,10,9,25,24
Civic,02/08/2017,0,0,16,20,6,6,20,24
Florey,02/08/2017,1,2,20,24,4,11,24,24
Monash,02/07/2017,4,9,21,25,16,23,25,24
Civic,02/07/2017,0,0,19,25,13,26,26,24
Florey,02/07/2017,2,6,21,27,10,30,30,24
Florey,02/06/2017,2,11,41,48,20,31,48,24
Monash,02/06/2017,4,10,43,49,23,28,49,24
Civic,02/06/2017,0,0,39,46,20,30,46,24
Civic,02/05/2017,0,0,43,53,24,24,53,24
Florey,02/05/2017,5,21,46,57,22,41,57,24
Monash,02/05/2017,5,16,48,57,26,31,57,24
Monash,02/04/2017,4,18,48,57,31,32,57,24
Florey,02/04/2017,3,23,48,57,27,40,57,24
Civic,02/04/2017,0,0,43,54,31,31,54,24
Florey,02/03/2017,2,10,45,55,27,29,55,24
Monash,02/03/2017,3,7,42,52,31,24,52,24
Civic,02/03/2017,0,0,39,46,31,28,46,24
Florey,02/02/2017,1,10,36,44,16,29,44,24
Civic,02/02/2017,0,0,30,36,16,21,36,24
Monash,02/02/2017,4,11,34,38,16,28,38,24
Civic,02/01/2017,0,0,17,21,28,22,28,24
Florey,02/01/2017,1,7,19,23,26,19,26,24
Monash,02/01/2017,4,9,29,31,22,19,31,24
Florey,01/31/2017,5,19,36,44,,,44,24
Monash,01/31/2017,2,10,10,52,,,52,24
Civic,01/31/2017,,,34,42,,,42,24
Monash,01/30/2017,2,12,52,63,,,63,24
Florey,01/30/2017,5,26,52,63,,,63,24
Civic,01/30/2017,,,47,57,,,57,24
Civic,01/29/2017,,,45,55,,,55,24
Florey,01/29/2017,2,11,49,57,,,57,24
Monash,01/29/2017,1,6,53,61,,,61,24
Civic,01/28/2017,,,44,55,,,55,24
Monash,01/28/2017,1,7,51,60,,,60,24
Florey,01/28/2017,2,20,48,60,,,60,24
Monash,01/27/2017,1,5,48,58,,,58,24
Florey,01/27/2017,1,4,46,55,,,55,24
Civic,01/27/2017,,,44,52,,,52,24
Civic,01/26/2017,,,41,48,,,48,24
Florey,01/26/2017,2,2,41,49,,,49,24
Monash,01/26/2017,1,0,41,50,,,50,24
Monash,01/25/2017,2,18,41,46,,,46,24
Florey,01/25/2017,2,19,40,50,,,50,24
Civic,01/25/2017,,,37,41,,,41,24
Civic,01/24/2017,,,29,35,,,35,24
Monash,01/24/2017,1,2,36,45,,,45,24
Florey,01/24/2017,1,10,37,44,,,44,24
Civic,01/23/2017,,,48,56,,,56,24
Monash,01/23/2017,1,6,53,63,,,63,24
Florey,01/23/2017,2,9,51,61,,,61,24
Florey,01/22/2017,1,7,54,66,,,66,24
Civic,01/22/2017,,,51,62,,,62,24
Monash,01/22/2017,1,2,49,60,,,60,24
Civic,01/21/2017,,,45,51,,,51,24
Monash,01/21/2017,1,2,46,52,,,52,24
Florey,01/21/2017,1,6,49,59,,,59,24
Civic,01/20/2017,,,26,30,,,30,24
Florey,01/20/2017,1,7,32,36,,,36,24
Monash,01/20/2017,1,4,37,42,,,42,24
Florey,01/19/2017,1,2,31,37,,,37,24
Civic,01/19/2017,,,25,29,,,29,24
Monash,01/19/2017,1,0,28,34,,,34,24
Monash,01/18/2017,2,9,56,61,,,61,24
Civic,01/18/2017,,,45,53,,,53,24
Florey,01/18/2017,2,13,54,63,,,63,24
Florey,01/17/2017,3,12,52,63,,,63,24
Civic,01/17/2017,,,47,55,,,55,24
Monash,01/17/2017,2,8,58,65,,,65,24
Monash,01/16/2017,1,16,43,53,,,53,24
Civic,01/16/2017,,,41,45,,,45,24
Florey,01/16/2017,3,19,45,54,,,54,24
Civic,01/15/2017,,,33,40,,,40,24
Florey,01/15/2017,2,11,36,44,,,44,24
Monash,01/15/2017,1,2,35,43,,,43,24
Civic,01/14/2017,,,37,43,,,43,24
Florey,01/14/2017,1,6,41,49,,,49,24
Monash,01/14/2017,1,8,39,46,,,46,24
Florey,01/13/2017,1,6,48,57,,,57,24
Civic,01/13/2017,,,45,51,,,51,24
Monash,01/13/2017,1,1,51,59,,,59,24
Monash,01/12/2017,1,3,47,57,,,57,24
Florey,01/12/2017,1,3,40,48,,,48,24
Civic,01/12/2017,,,37,44,,,44,24
Monash,01/11/2017,2,7,46,56,,,56,24
Civic,01/11/2017,,,38,46,,,46,24
Florey,01/11/2017,3,19,44,54,,,54,24
Florey,01/10/2017,2,16,42,52,,,52,24
Civic,01/10/2017,,,38,44,,,44,24
Monash,01/10/2017,1,12,41,50,,,50,24
Florey,01/09/2017,4,5,41,50,,,50,24
Monash,01/09/2017,2,9,49,55,,,55,24
Civic,01/09/2017,,,37,45,,,45,24
Civic,01/08/2017,,,36,45,,,45,24
Monash,01/08/2017,2,17,40,49,,,49,24
Florey,01/08/2017,2,,44,53,,,53,24
Monash,01/07/2017,1,5,41,51,,,51,24
Civic,01/07/2017,,,35,43,,,43,24
Florey,01/07/2017,1,2,40,50,,,50,24
Monash,01/06/2017,1,6,34,41,,,41,24
Civic,01/06/2017,,,29,36,,,36,24
Florey,01/06/2017,2,9,33,41,,,41,24
Monash,01/05/2017,1,9,28,35,,,35,24
Florey,01/05/2017,1,9,30,36,,,36,24
Civic,01/05/2017,,,30,33,,,33,24
Florey,01/04/2017,1,3,19,23,,,23,24
Civic,01/04/2017,,,16,21,,,21,24
Monash,01/04/2017,1,4,19,24,,,24,24
Civic,01/03/2017,,,20,24,,,24,24
Florey,01/03/2017,1,4,22,28,,,28,24
Monash,01/03/2017,1,0,22,26,,,26,24
Monash,01/02/2017,1,3,35,42,,,42,24
Civic,01/02/2017,,,33,39,,,39,24
Florey,01/02/2017,1,5,34,40,,,40,24
Monash,01/01/2017,1,4,39,47,14,18,47,24
Florey,01/01/2017,2,7,39,48,14,26,48,24
Civic,01/01/2017,,,37,45,18,23,45,24
Civic,12/31/2016,,,40,49,17,22,49,24
Florey,12/31/2016,2,4,43,54,14,30,54,24
Monash,12/31/2016,1,3,43,52,14,21,52,24
Monash,12/30/2016,1,7,36,42,21,14,42,24
Civic,12/30/2016,,,36,41,23,21,41,24
Florey,12/30/2016,2,6,41,46,18,25,46,24
Monash,12/29/2016,1,5,35,42,25,26,42,24
Florey,12/29/2016,2,6,36,43,31,28,43,24
Civic,12/29/2016,,,33,40,30,34,40,24
Civic,12/28/2016,,,36,44,27,33,44,24
Monash,12/28/2016,1,3,41,50,22,30,50,24
Florey,12/28/2016,2,7,39,47,26,36,47,24
Monash,12/27/2016,2,7,45,54,22,34,54,24
Florey,12/27/2016,4,14,45,52,26,38,52,24
Civic,12/27/2016,,,45,52,24,30,52,24
Florey,12/26/2016,2,16,42,52,22,44,52,24
Monash,12/26/2016,2,12,45,55,23,28,55,24
Civic,12/26/2016,,,40,49,24,32,49,24
Monash,12/25/2016,2,7,46,57,24,34,57,24
Florey,12/25/2016,2,8,45,55,26,46,55,24
Civic,12/25/2016,,,42,50,26,30,50,24
Florey,12/24/2016,2,8,45,55,31,48,55,24
Monash,12/24/2016,1,8,43,53,31,35,53,24
Civic,12/24/2016,,,41,51,32,38,51,24
Florey,12/23/2016,1,6,45,56,23,26,56,24
Monash,12/23/2016,1,5,46,54,21,24,54,24
Civic,12/23/2016,,,43,53,22,24,53,24
Monash,12/22/2016,1,0,35,44,20,18,44,24
Civic,12/22/2016,,,31,37,25,26,37,24
Florey,12/22/2016,1,1,36,45,23,30,45,24
Civic,12/21/2016,,,28,31,29,29,31,24
Florey,12/21/2016,3,15,33,39,24,35,39,24
Monash,12/21/2016,1,11,32,38,23,22,38,24
Monash,12/20/2016,2,12,40,47,24,25,47,24
Civic,12/20/2016,,,35,43,29,30,43,24
Florey,12/20/2016,5,18,39,47,24,36,47,24
Civic,12/19/2016,,,32,40,37,29,40,24
Florey,12/19/2016,3,17,35,43,33,34,43,24
Monash,12/19/2016,2,16,37,45,32,29,45,24
Monash,12/18/2016,1,5,33,40,34,35,40,24
Civic,12/18/2016,,,29,34,41,31,41,24
Florey,12/18/2016,2,11,32,39,35,37,39,24
Civic,12/17/2016,,,31,37,23,12,37,24
Florey,12/17/2016,4,20,34,41,18,27,41,24
Monash,12/17/2016,3,12,34,42,18,24,42,24
Civic,12/16/2016,,,15,18,5,6,18,24
Monash,12/16/2016,2,8,18,20,11,14,20,24
Florey,12/16/2016,3,10,16,20,4,18,20,24
Civic,12/15/2016,,,19,28,25,22,28,24
Monash,12/15/2016,1,2,22,31,21,22,31,24
Florey,12/15/2016,2,5,22,27,25,23,27,24
Monash,12/14/2016,1,5,38,46,32,32,46,24
Florey,12/14/2016,2,5,37,45,35,36,45,24
Civic,12/14/2016,,,34,42,38,27,42,24
Monash,12/13/2016,3,17,45,55,32,39,55,24
Florey,12/13/2016,5,18,44,53,37,41,53,24
Civic,12/13/2016,,,40,48,40,36,48,24
Florey,12/12/2016,3,25,44,53,24,35,53,24
Monash,12/12/2016,2,24,46,57,21,24,57,24
Civic,12/12/2016,,,38,46,27,30,46,24
Florey,12/11/2016,1,2,37,46,25,30,46,24
Monash,12/11/2016,1,1,41,50,21,22,50,24
Civic,12/11/2016,,,36,43,26,33,43,24
Civic,12/10/2016,,,33,39,27,19,39,24
Monash,12/10/2016,1,2,35,42,25,16,42,24
Florey,12/10/2016,2,11,35,42,24,27,42,24
Florey,12/09/2016,1,12,23,30,28,33,33,24
Monash,12/09/2016,1,5,25,34,27,13,34,24
Civic,12/09/2016,,,22,27,32,25,32,24
Florey,12/08/2016,2,8,50,62,28,28,62,24
Monash,12/08/2016,1,4,50,62,29,45,62,24
Civic,12/08/2016,,,46,57,32,27,57,24
Monash,12/07/2016,1,20,39,48,30,41,48,24
Florey,12/07/2016,2,16,38,45,27,32,45,24
Civic,12/07/2016,,,34,40,34,28,40,24
Civic,12/06/2016,,,32,35,37,38,38,24
Monash,12/06/2016,2,5,37,45,27,21,45,24
Florey,12/06/2016,2,6,37,43,30,41,43,24
Monash,12/05/2016,2,8,45,56,29,25,56,24
Civic,12/05/2016,,,40,49,37,38,49,24
Florey,12/05/2016,3,16,45,53,30,44,53,24
Civic,12/04/2016,,,38,43,32,27,43,24
Monash,12/04/2016,2,18,42,48,25,25,48,24
Florey,12/04/2016,3,20,39,46,28,36,46,24
Civic,12/03/2016,,,34,40,37,28,40,24
